FIPS,State,County,Climate Region,MEDHINC16,GROC16,CONVS16,SUPERC16,PCT_OBESE_ADULTS17,RECFAC16,largest_group,FFR16,FSR16,PCTADTLHS16_20,PCTADTWHS16_20,PCTADTWC16_20,highest_education_pct
54049,WV,Marion,Ohio Valley,45712,9,35,1,38.1,4,White & Not Hispanic,39,33,9.77148175,40.48960811,26.66735601,HS Diploma
45091,SC,York,Southeast,61044,38,115,7,34.1,32,White & Not Hispanic,153,170,8.809141572,24.96743261,32.48414873,College Degree
12069,FL,Lake,Southeast,50125,37,146,7,28.4,27,White & Not Hispanic,152,243,10.02199433,32.0871142,33.50671376,College Degree
26057,MI,Gratiot,Upper Midwest,42642,5,26,2,32.3,1,White & Not Hispanic,23,17,7.941624455,40.32446601,35.21306365,HS Diploma
36019,NY,Clinton,Northeast,53392,20,53,2,25.7,5,White & Not Hispanic,39,76,11.95478916,36.31720041,27.30582524,HS Diploma
47043,TN,Dickson,Ohio Valley,52144,7,33,1,32.8,4,White & Not Hispanic,39,39,14.40426793,40.28668427,28.15649081,HS Diploma
37171,NC,Surry,Southeast,38843,15,52,2,32.1,5,White & Not Hispanic,58,70,20.13345108,29.12962418,32.87214209,College Degree
36113,NY,Warren,Northeast,55769,27,46,2,25.7,11,White & Not Hispanic,66,142,7.903665619,29.51229158,30.32826128,College Degree
19087,IA,Henry,Upper Midwest,50684,2,11,1,36.4,2,White & Not Hispanic,9,21,7.454558834,36.24254912,33.78467878,HS Diploma
41033,OR,Josephine,Northwest,38921,16,37,3,29.4,7,White & Not Hispanic,52,72,9.18559728,30.15144491,42.5405656,College Degree
41029,OR,Jackson,Northwest,48538,35,77,9,29.4,27,White & Not Hispanic,155,201,9.572105749,25.20090351,36.40314319,College Degree
42095,PA,Northampton,Northeast,65730,51,101,2,31.6,28,White & Not Hispanic,202,262,8.736091672,34.15468729,25.26740033,HS Diploma
45047,SC,Greenwood,Southeast,40599,15,50,2,34.1,4,White & Not Hispanic,55,48,14.50918395,31.86612028,29.52800949,HS Diploma
20079,KS,Harvey,South,56848,6,9,1,32.4,3,White & Not Hispanic,24,24,9.006307061,23.03179994,35.93260707,College Degree
37063,NC,Durham,Southeast,54255,52,120,6,32.1,45,White & Not Hispanic,286,239,10.39282034,17.71430917,22.4355408,College Degree
16027,ID,Canyon,Northwest,48461,25,56,5,29.3,10,White & Not Hispanic,109,84,13.73163128,31.0459281,35.06490701,College Degree
22019,LA,Calcasieu,South,47052,31,149,6,36.2,15,White & Not Hispanic,157,103,12.59187147,33.64892281,31.88023454,HS Diploma
36085,NY,Richmond,Northeast,75524,242,113,1,25.7,43,White & Not Hispanic,314,328,11.54210911,29.71889122,24.04192095,HS Diploma
47093,TN,Knox,Ohio Valley,52174,71,225,11,32.8,56,White & Not Hispanic,424,341,8.097228129,24.69712133,28.41799654,College Degree
37061,NC,Duplin,Southeast,38771,14,41,1,32.1,1,White & Not Hispanic,36,26,21.33110485,31.50148427,32.60408611,College Degree
39097,OH,Madison,Ohio Valley,60039,5,15,1,33.8,2,White & Not Hispanic,22,12,12.5982025,40.91194771,28.37659481,HS Diploma
29047,MO,Clay,Ohio Valley,65973,31,67,6,32.5,28,White & Not Hispanic,166,154,6.649187707,27.99506758,32.50607573,College Degree
17109,IL,McDonough,Ohio Valley,44460,8,15,1,31.1,2,White & Not Hispanic,23,30,4.775280899,30.78871998,32.05551884,College Degree
9003,CT,Hartford,Northeast,69341,258,315,7,26.9,142,White & Not Hispanic,598,814,10.00113749,26.18639845,25.30283781,HS Diploma
39159,OH,Union,Ohio Valley,78796,4,16,2,33.8,8,White & Not Hispanic,29,30,5.747038399,32.18188317,26.52420343,HS Diploma
54003,WV,Berkeley,Ohio Valley,56966,12,41,2,38.1,10,White & Not Hispanic,57,60,9.693927763,37.39420333,30.10161401,HS Diploma
12117,FL,Seminole,Southeast,61253,64,171,10,28.4,54,White & Not Hispanic,320,330,5.552579572,20.48101978,32.92718727,College Degree
35001,NM,Bernalillo,Southwest,50599,78,225,15,28.4,72,Hispanic,568,445,10.00640509,22.92425187,31.78774266,College Degree
41071,OR,Yamhill,Northwest,60643,21,31,3,29.4,8,White & Not Hispanic,46,82,10.36234007,24.33691906,37.95432032,College Degree
20151,KS,Pratt,South,51419,2,2,1,32.4,2,White & Not Hispanic,10,12,8.308507117,24.82621648,37.37173121,College Degree
49003,UT,Box Elder,Southwest,57875,5,19,1,25.3,4,White & Not Hispanic,32,19,7.106397286,30.37258917,38.82079653,College Degree
53001,WA,Adams,Northwest,48698,6,13,1,27.7,1,Hispanic,9,10,31.09399647,31.68785376,23.40168878,HS Diploma
44009,RI,Washington,Northeast,77000,28,39,2,30,23,White & Not Hispanic,100,177,5.307323578,22.07074132,26.64122401,College Degree
39011,OH,Auglaize,Ohio Valley,59543,6,20,1,33.8,6,White & Not Hispanic,40,27,6.851518271,43.14526505,30.82861554,HS Diploma
37193,NC,Wilkes,Southeast,41640,12,41,1,32.1,2,White & Not Hispanic,38,41,18.47137637,31.57531466,33.94031669,College Degree
45035,SC,Dorchester,Southeast,58167,19,54,1,34.1,10,White & Not Hispanic,76,78,11.02197964,26.10541405,34.66295439,College Degree
48471,TX,Walker,South,42709,9,41,1,33,3,White & Not Hispanic,40,41,14.02663583,39.91521069,27.04051045,HS Diploma
26073,MI,Isabella,Upper Midwest,42924,10,37,3,32.3,5,White & Not Hispanic,37,44,7.535875988,32.29222623,30.62440846,HS Diploma
27145,MN,Stearns,Upper Midwest,57881,31,60,4,28.4,21,White & Not Hispanic,109,118,8.098460173,28.21301441,35.8778626,College Degree
40101,OK,Muskogee,South,40581,14,35,1,36.5,3,White & Not Hispanic,55,42,13.78954985,34.54732826,31.87887824,HS Diploma
53057,WA,Skagit,Northwest,60442,32,51,3,27.7,12,White & Not Hispanic,77,119,9.401880376,25.58733969,37.5708475,College Degree
13059,GA,Clarke,Southeast,36692,23,67,2,31.6,26,White & Not Hispanic,114,129,10.5390252,19.86649273,24.24086821,College Degree
39157,OH,Tuscarawas,Ohio Valley,50273,18,39,1,33.8,5,White & Not Hispanic,79,72,12.87148909,45.22203044,24.04205241,HS Diploma
31109,NE,Lancaster,Northern Rockies & Plains,58873,45,97,7,32.8,51,White & Not Hispanic,299,205,6.766951694,21.07053166,32.39707991,College Degree
16011,ID,Bingham,Northwest,51586,6,18,1,29.3,2,White & Not Hispanic,17,20,10.58464849,33.08106169,35.84648494,College Degree
18135,IN,Randolph,Ohio Valley,46750,4,13,1,33.6,3,White & Not Hispanic,9,18,11.29398081,42.02384414,30.29950567,HS Diploma
27147,MN,Steele,Upper Midwest,60619,8,13,1,28.4,4,White & Not Hispanic,26,27,7.33484456,31.81670984,34.04711788,College Degree
42119,PA,Union,Northeast,57013,3,14,1,31.6,6,White & Not Hispanic,27,33,12.15614357,40.99423631,21.40096935,HS Diploma
48219,TX,Hockley,South,46856,2,10,1,33,1,White & Not Hispanic,13,17,24.40517601,28.18978712,31.75177404,College Degree
42007,PA,Beaver,Northeast,54715,25,64,3,31.6,8,White & Not Hispanic,108,88,6.240283153,36.43858953,31.77615693,HS Diploma
35035,NM,Otero,Southwest,41995,9,20,1,28.4,4,White & Not Hispanic,30,36,13.17944899,28.05794355,39.88808412,College Degree
37135,NC,Orange,Southeast,65299,19,44,1,32.1,30,White & Not Hispanic,100,123,6.990425276,12.54245087,19.61723012,College Degree
29095,MO,Jackson,Ohio Valley,50822,107,264,13,32.5,64,White & Not Hispanic,492,558,8.726198897,28.11993788,31.0315311,College Degree
13297,GA,Walton,Southeast,55267,9,49,2,31.6,3,White & Not Hispanic,52,37,12.76452805,34.95209303,29.77910008,HS Diploma
39139,OH,Richland,Ohio Valley,44835,22,53,4,33.8,10,White & Not Hispanic,91,64,12.14250289,40.46595659,29.61056137,HS Diploma
12019,FL,Clay,Southeast,57476,21,76,4,28.4,19,White & Not Hispanic,114,105,7.923246295,29.68633914,36.23782572,College Degree
47055,TN,Giles,Ohio Valley,43238,6,28,1,32.8,2,White & Not Hispanic,22,12,12.868801,44.63759718,24.54488387,HS Diploma
41001,OR,Baker,Northwest,42177,3,8,1,29.4,2,White & Not Hispanic,9,26,8.779960053,29.39414115,36.8258988,College Degree
39095,OH,Lucas,Ohio Valley,45251,75,169,10,33.8,40,White & Not Hispanic,388,336,10.32135216,29.46461782,33.54251765,College Degree
51630,VA,Fredericksburg,Southeast,53714,6,17,1,30.1,4,White & Not Hispanic,47,88,7.836330526,23.32119281,26.3942636,College Degree
17093,IL,Kendall,Ohio Valley,91952,9,30,5,31.1,15,White & Not Hispanic,76,66,7.709781361,23.28119406,33.13292428,College Degree
41017,OR,Deschutes,Northwest,61248,38,44,8,29.4,29,White & Not Hispanic,150,207,6.20996162,21.5896931,35.02404086,College Degree
8071,CO,Las Animas,Southwest,38224,4,7,1,22.6,1,White & Not Hispanic,11,13,9.498327759,29.76588629,40.74534161,College Degree
48465,TX,Val Verde,South,42104,3,14,1,33,2,Hispanic,39,22,29.98283811,24.52131776,26.37547532,<HS Degree
21179,KY,Nelson,Ohio Valley,56239,6,22,1,34.3,5,White & Not Hispanic,28,24,7.904218346,35.91493161,36.86828428,College Degree
12095,FL,Orange,Southeast,51312,220,525,23,28.4,144,White & Not Hispanic,1030,1161,11.32470118,24.11688927,29.14349085,College Degree
36105,NY,Sullivan,Northeast,49016,30,52,1,25.7,4,White & Not Hispanic,53,90,13.03948232,32.31735909,28.08778017,HS Diploma
48467,TX,Van Zandt,South,49751,5,28,1,33,1,White & Not Hispanic,32,35,14.69921714,33.00113309,36.52400082,College Degree
51067,VA,Franklin,Southeast,52424,4,36,1,30.1,7,White & Not Hispanic,27,29,11.61938274,34.31077878,31.33934462,HS Diploma
13237,GA,Putnam,Southeast,44785,3,21,1,31.6,2,White & Not Hispanic,7,16,12.34892604,36.80881708,27.35299643,HS Diploma
51820,VA,Waynesboro,Southeast,41255,10,14,1,30.1,5,White & Not Hispanic,25,30,12.94514875,33.22927948,24.92195961,HS Diploma
27027,MN,Clay,Upper Midwest,59937,7,20,2,28.4,5,White & Not Hispanic,36,21,4.740592124,23.04961803,38.04048666,College Degree
37137,NC,Pamlico,Southeast,43927,4,4,1,32.1,1,White & Not Hispanic,15,11,11.34567284,29.74487244,37.37868934,College Degree
17177,IL,Stephenson,Ohio Valley,45863,7,25,1,31.1,7,White & Not Hispanic,23,38,7.943557277,33.76799269,37.44054931,College Degree
5031,AR,Craighead,South,44091,21,43,5,35,6,White & Not Hispanic,84,77,10.55368745,33.66436795,28.68460048,HS Diploma
54035,WV,Jackson,Ohio Valley,43544,3,19,1,38.1,1,White & Not Hispanic,19,15,11.29260325,43.65888147,27.03203472,HS Diploma
53065,WA,Stevens,Northwest,51303,8,15,1,27.7,3,White & Not Hispanic,24,29,8.336409499,34.29617325,36.89553341,College Degree
48061,TX,Cameron,South,36587,39,147,10,33,15,Hispanic,248,250,31.44448242,26.11125631,24.29183169,<HS Degree
18089,IN,Lake,Ohio Valley,53600,78,231,6,33.6,33,White & Not Hispanic,409,300,10.87471239,35.50696042,30.52842147,HS Diploma
51027,VA,Buchanan,Southeast,31763,8,18,1,30.1,1,White & Not Hispanic,9,7,27.44407366,36.94228155,23.82276604,HS Diploma
19103,IA,Johnson,Upper Midwest,58904,20,47,3,36.4,20,White & Not Hispanic,110,149,4.270259374,15.79088832,25.62939569,College Degree
19155,IA,Pottawattamie,Upper Midwest,55442,11,49,3,36.4,5,White & Not Hispanic,70,53,10.28034441,33.12817768,34.6880952,College Degree
27099,MN,Mower,Upper Midwest,53302,9,19,1,28.4,3,White & Not Hispanic,21,22,11.84367542,32.5924821,33.00641408,College Degree
36049,NY,Lewis,Northeast,48314,3,19,1,25.7,1,White & Not Hispanic,14,27,8.696598639,44.48435374,28.47891156,HS Diploma
41005,OR,Clackamas,Northwest,74460,58,108,13,29.4,50,White & Not Hispanic,244,329,6.297600413,21.35554431,34.35209111,College Degree
22073,LA,Ouachita,South,38525,21,101,7,36.2,12,White & Not Hispanic,118,98,12.23109775,34.52428029,28.18135084,HS Diploma
47103,TN,Lincoln,Ohio Valley,43464,4,25,1,32.8,3,White & Not Hispanic,19,19,15.13281348,41.5328802,24.18581377,HS Diploma
48309,TX,McLennan,South,46662,27,129,4,33,22,White & Not Hispanic,207,143,14.58152967,27.65703136,32.73721071,College Degree
37097,NC,Iredell,Southeast,56325,30,85,5,32.1,23,White & Not Hispanic,150,148,9.669794137,27.55871091,33.06349116,College Degree
12057,FL,Hillsborough,Southeast,54509,280,602,26,28.4,152,White & Not Hispanic,856,888,11.11256909,27.07640098,27.3479523,College Degree
13063,GA,Clayton,Southeast,44598,51,158,6,31.6,7,Black,194,87,15.07623569,33.44596481,32.33175091,HS Diploma
38017,ND,Cass,Northern Rockies & Plains,59711,32,57,4,33.2,28,White & Not Hispanic,128,124,4.896471351,18.95411092,35.36885641,College Degree
47003,TN,Bedford,Ohio Valley,47295,7,27,1,32.8,1,White & Not Hispanic,24,18,16.50843396,40.71650229,24.63207054,HS Diploma
42011,PA,Berks,Northeast,59205,74,124,7,31.6,44,White & Not Hispanic,261,287,12.78692431,36.28966126,25.00893627,HS Diploma
17161,IL,Rock Island,Ohio Valley,50952,26,71,3,31.1,12,White & Not Hispanic,111,113,11.14013865,29.14387948,35.91904365,College Degree
37059,NC,Davie,Southeast,54189,5,24,1,32.1,2,White & Not Hispanic,30,25,10.22425058,32.19292773,33.2961224,College Degree
49039,UT,Sanpete,Southwest,47768,6,13,1,25.3,1,White & Not Hispanic,15,8,8.047239769,31.62867344,39.57703927,College Degree
39063,OH,Hancock,Ohio Valley,56406,11,27,3,33.8,8,White & Not Hispanic,66,55,6.932535344,36.01503904,29.4757438,HS Diploma
17195,IL,Whiteside,Ohio Valley,51567,7,26,1,31.1,2,White & Not Hispanic,33,50,8.650846417,37.60803969,34.83864369,HS Diploma
16019,ID,Bonneville,Northwest,59293,10,46,4,29.3,4,White & Not Hispanic,79,77,7.678129221,25.15195858,36.27729626,College Degree
18143,IN,Scott,Ohio Valley,47738,4,14,1,33.6,1,White & Not Hispanic,20,8,19.24731834,42.14896067,25.41664142,HS Diploma
4009,AZ,Graham,Southwest,46714,6,18,1,29.5,2,White & Not Hispanic,15,16,14.71602476,30.32116,40.14707715,College Degree
18079,IN,Jennings,Ohio Valley,50425,3,10,1,33.6,3,White & Not Hispanic,11,6,11.72523118,44.92470277,30.5997358,HS Diploma
37105,NC,Lee,Southeast,46723,15,37,1,32.1,8,White & Not Hispanic,47,42,14.88924853,27.62627117,36.99364719,College Degree
37165,NC,Scotland,Southeast,35138,7,34,1,32.1,2,White & Not Hispanic,23,18,19.11789581,33.58846414,31.79550068,HS Diploma
51775,VA,Salem,Southeast,57897,6,22,1,30.1,2,White & Not Hispanic,32,34,9.161849711,27.66473988,32.9132948,College Degree
42037,PA,Columbia,Northeast,48821,10,28,1,31.6,11,White & Not Hispanic,58,60,9.157550983,42.76188084,23.75025691,HS Diploma
54019,WV,Fayette,Ohio Valley,38829,9,33,1,38.1,2,White & Not Hispanic,23,30,15.49390635,43.72354073,25.5452213,HS Diploma
17063,IL,Grundy,Ohio Valley,71969,6,18,1,31.1,7,White & Not Hispanic,41,37,6.444293839,31.72348764,36.40863954,College Degree
48189,TX,Hale,South,40152,4,18,1,33,5,Hispanic,22,19,25.06559129,32.98027403,24.76435721,HS Diploma
34001,NJ,Atlantic,Northeast,55672,72,77,3,27.3,37,White & Not Hispanic,197,324,12.15691801,32.26542514,26.79887699,HS Diploma
27127,MN,Redwood,Upper Midwest,54918,5,6,1,28.4,2,White & Not Hispanic,10,12,7.593707516,37.45387454,35.80306856,HS Diploma
24041,MD,Talbot,Northeast,62264,13,19,1,31.3,7,White & Not Hispanic,38,54,8.845454221,23.12658273,28.31615365,College Degree
18091,IN,LaPorte,Ohio Valley,52763,20,55,3,33.6,10,White & Not Hispanic,72,88,10.6996364,39.43816881,30.76226337,HS Diploma
6113,CA,Yolo,West,63645,44,56,2,25.1,18,White & Not Hispanic,152,144,12.5344963,17.64888796,27.19824001,College Degree
37085,NC,Harnett,Southeast,51106,20,53,1,32.1,8,White & Not Hispanic,81,48,11.90979161,28.89523266,37.10876392,College Degree
1113,AL,Russell,Southeast,38617,12,35,1,36.3,4,White & Not Hispanic,48,23,14.72250509,29.69959267,38.08553971,College Degree
35029,NM,Luna,Southwest,28227,2,16,1,28.4,2,Hispanic,20,18,28.68783548,36.02147061,22.2337192,HS Diploma
36053,NY,Madison,Northeast,57703,11,23,1,25.7,5,White & Not Hispanic,44,68,7.376042945,34.69757184,31.29148374,HS Diploma
51790,VA,Staunton,Southeast,46237,8,18,1,30.1,4,White & Not Hispanic,26,27,10.26727694,29.44566876,29.17443635,HS Diploma
20057,KS,Ford,South,47175,6,15,1,32.4,2,Hispanic,20,28,26.04089311,25.51611466,31.42234764,College Degree
6077,CA,San Joaquin,West,59038,160,153,10,25.1,49,Hispanic,466,391,19.88958062,28.41311572,32.53522904,College Degree
45031,SC,Darlington,Southeast,37711,12,54,2,34.1,4,White & Not Hispanic,32,36,16.92796748,36.78610817,28.67893519,HS Diploma
48329,TX,Midland,South,68729,9,49,3,33,15,White & Not Hispanic,120,104,15.88460819,26.09126613,30.58069946,College Degree
51185,VA,Tazewell,Southeast,38992,8,35,3,30.1,1,White & Not Hispanic,31,24,16.63678619,36.98539177,31.21513944,HS Diploma
18077,IN,Jefferson,Ohio Valley,51534,6,9,1,33.6,2,White & Not Hispanic,20,29,10.6899166,41.55554565,30.41073897,HS Diploma
22045,LA,Iberia,South,41604,21,43,1,36.2,7,White & Not Hispanic,42,23,18.10574116,42.2856525,24.28370635,HS Diploma
48199,TX,Hardin,South,60692,7,32,2,33,6,White & Not Hispanic,40,21,11.2663733,39.56355027,31.10991019,HS Diploma
40079,OK,Le Flore,South,37005,8,39,1,36.5,3,White & Not Hispanic,18,17,15.54697937,40.13359062,28.61511058,HS Diploma
8075,CO,Logan,Southwest,49407,2,9,1,22.6,1,White & Not Hispanic,11,18,9.510903819,36.34816589,33.53712341,HS Diploma
37045,NC,Cleveland,Southeast,38654,17,66,1,32.1,5,White & Not Hispanic,64,55,14.21828383,34.25509492,32.03010197,HS Diploma
6073,CA,San Diego,West,70693,579,758,27,25.1,405,White & Not Hispanic,2736,2593,11.9549721,18.21796657,30.37078344,College Degree
26121,MI,Muskegon,Upper Midwest,44473,22,74,6,32.3,10,White & Not Hispanic,130,92,8.646821503,33.58496263,38.03041359,College Degree
56013,WY,Fremont,Northern Rockies & Plains,49282,9,20,1,28.8,6,White & Not Hispanic,23,30,8.202993136,30.19016541,36.79531901,College Degree
53077,WA,Yakima,Northwest,48232,70,92,8,27.7,18,Hispanic,134,131,25.68238213,27.18894009,29.51146822,College Degree
5053,AR,Grant,South,54411,4,9,1,35,1,White & Not Hispanic,5,8,9.808369183,39.45248338,30.4028158,HS Diploma
20169,KS,Saline,South,48748,6,18,2,32.4,8,White & Not Hispanic,52,35,8.020898189,29.61208413,35.14523159,College Degree
26063,MI,Huron,Upper Midwest,44845,8,28,1,32.3,1,White & Not Hispanic,29,39,9.702075914,41.91783202,32.38512985,HS Diploma
18069,IN,Huntington,Ohio Valley,50138,5,23,1,33.6,5,White & Not Hispanic,30,26,8.117181567,41.68898126,29.1954758,HS Diploma
21073,KY,Franklin,Ohio Valley,52395,6,33,1,34.3,4,White & Not Hispanic,41,39,9.802548663,29.55048313,29.90897633,College Degree
21161,KY,Mason,Ohio Valley,43683,4,19,1,34.3,1,White & Not Hispanic,12,14,13.08860759,33.92405063,31.62869198,HS Diploma
42061,PA,Huntingdon,Northeast,46684,4,21,1,31.6,6,White & Not Hispanic,19,23,10.22303697,49.0192484,22.93614421,HS Diploma
48479,TX,Webb,South,36718,28,85,4,33,15,Hispanic,175,146,31.8476081,24.56966664,24.81986425,<HS Degree
19139,IA,Muscatine,Upper Midwest,57583,7,21,1,36.4,3,White & Not Hispanic,34,35,10.92709398,34.89552134,32.34786286,HS Diploma
19021,IA,Buena Vista,Upper Midwest,52344,5,12,1,36.4,4,White & Not Hispanic,8,16,22.14646667,30.09545199,26.95917221,HS Diploma
20117,KS,Marshall,South,48687,4,9,1,32.4,1,White & Not Hispanic,5,9,8.688597138,41.14176132,30.97802036,HS Diploma
6079,CA,San Luis Obispo,West,69517,69,92,1,25.1,40,White & Not Hispanic,234,340,8.150909225,19.93608575,35.83093787,College Degree
55005,WI,Barron,Upper Midwest,49581,13,23,1,32,6,White & Not Hispanic,30,43,9.410191004,35.87382567,34.07577926,HS Diploma
55123,WI,Vernon,Upper Midwest,51002,6,13,1,32,2,White & Not Hispanic,10,24,10.11784024,36.66087125,30.3486912,HS Diploma
18097,IN,Marion,Ohio Valley,45300,166,350,23,33.6,89,White & Not Hispanic,832,735,13.2600923,27.55477229,27.03985572,HS Diploma
27163,MN,Washington,Upper Midwest,90755,26,53,6,28.4,41,White & Not Hispanic,137,172,3.962588237,20.37959587,30.03897534,College Degree
27093,MN,Meeker,Upper Midwest,61374,4,16,1,28.4,1,White & Not Hispanic,10,11,6.458966565,35.90425532,39.45668693,College Degree
29065,MO,Dent,Ohio Valley,38722,4,6,1,32.5,1,White & Not Hispanic,7,9,16.07580016,39.15132832,29.85764802,HS Diploma
13113,GA,Fayette,Southeast,83145,18,42,2,31.6,17,White & Not Hispanic,102,106,4.489227915,21.16276673,27.59122771,College Degree
36067,NY,Onondaga,Northeast,56853,121,209,6,25.7,55,White & Not Hispanic,415,364,8.765673312,25.40546693,29.68934752,College Degree
41013,OR,Crook,Northwest,45350,4,10,1,29.4,2,White & Not Hispanic,9,16,10.71287909,32.52124008,37.92831824,College Degree
12007,FL,Bradford,Southeast,43058,3,22,1,28.4,2,White & Not Hispanic,14,12,21.06094251,41.50012337,27.1601283,HS Diploma
22069,LA,Natchitoches,South,32094,7,27,1,36.2,2,White & Not Hispanic,19,27,12.08924773,38.03012545,29.95181664,HS Diploma
45029,SC,Colleton,Southeast,35760,9,34,1,34.1,2,White & Not Hispanic,25,23,12.43331809,44.17771681,27.09571712,HS Diploma
22085,LA,Sabine,South,42700,5,15,1,36.2,2,White & Not Hispanic,10,7,14.55248686,47.38623315,24.95316372,HS Diploma
48171,TX,Gillespie,South,58787,3,14,1,33,1,White & Not Hispanic,13,49,10.30996272,29.96987183,25.57320125,HS Diploma
29207,MO,Stoddard,Ohio Valley,37694,7,18,1,32.5,1,White & Not Hispanic,16,19,20.21525275,42.40284406,25.11444434,HS Diploma
36089,NY,St. Lawrence,Northeast,50897,30,56,3,25.7,1,White & Not Hispanic,51,84,11.41027608,36.04860423,28.97839037,HS Diploma
32023,NV,Nye,West,48001,7,29,1,26.7,5,White & Not Hispanic,26,16,13.85049446,35.74624526,38.01761236,College Degree
37141,NC,Pender,Southeast,50437,11,13,1,32.1,8,White & Not Hispanic,37,41,11.23817397,27.50757785,32.2839166,College Degree
45055,SC,Kershaw,Southeast,48824,8,42,1,34.1,4,White & Not Hispanic,42,35,10.75320165,36.73757326,31.45430866,HS Diploma
